,date,store_nbr,item_nbr,units,date1j
4364233,2014-08-29,1,47,12,971
4364302,2014-08-29,2,5,15,971
4364308,2014-08-29,2,11,2,971
4364341,2014-08-29,2,44,142,971
4364413,2014-08-29,3,5,38,971
4364453,2014-08-29,3,45,43,971
4364517,2014-08-29,3,109,4,971
4364528,2014-08-29,4,9,173,971
4364546,2014-08-29,4,27,10,971
4364609,2014-08-29,4,90,2,971
4364646,2014-08-29,5,16,26,971
4364662,2014-08-29,5,32,1,971
4364667,2014-08-29,5,37,9,971
4364750,2014-08-29,6,9,44,971
4364786,2014-08-29,6,45,37,971
4364848,2014-08-29,6,107,1,971
4364857,2014-08-29,7,5,42,971
4364875,2014-08-29,7,23,23,971
4364947,2014-08-29,7,95,35,971
4364968,2014-08-29,8,5,12,971
4364986,2014-08-29,8,23,21,971
4365022,2014-08-29,8,59,3,971
4365063,2014-08-29,8,100,4,971
4365079,2014-08-29,9,5,52,971
4365119,2014-08-29,9,45,69,971
4365190,2014-08-29,10,5,18,971
4365222,2014-08-29,10,37,19,971
4365305,2014-08-29,11,9,20,971
4365357,2014-08-29,11,61,1,971
4365364,2014-08-29,11,68,11,971
4365406,2014-08-29,11,110,31,971
4365423,2014-08-29,12,16,27,971
4365444,2014-08-29,12,37,12,971
4365523,2014-08-29,13,5,13,971
4365554,2014-08-29,13,36,59,971
4365654,2014-08-29,14,25,8,971
4365745,2014-08-29,15,5,9,971
4365785,2014-08-29,15,45,55,971
4365860,2014-08-29,17,9,25,971
4365888,2014-08-29,17,37,35,971
4365999,2014-08-29,18,37,8,971
4366089,2014-08-29,19,16,29,971
4366148,2014-08-29,19,75,1,971
4366156,2014-08-29,19,83,7,971
4366189,2014-08-29,20,5,75,971
4366225,2014-08-29,20,41,13,971
4366300,2014-08-29,21,5,5,971
4366339,2014-08-29,21,44,67,971
4366404,2014-08-29,21,109,5,971
4366415,2014-08-29,22,9,20,971
4366474,2014-08-29,22,68,38,971
4366522,2014-08-29,23,5,24,971
4366562,2014-08-29,23,45,26,971
4366634,2014-08-29,24,6,66,971
4366671,2014-08-29,24,43,30,971
4366688,2014-08-29,24,60,1,971
4366704,2014-08-29,24,76,1,971
4366748,2014-08-29,25,9,110,971
4366784,2014-08-29,25,45,62,971
4366855,2014-08-29,26,5,14,971
4366895,2014-08-29,26,45,44,971
4366970,2014-08-29,27,9,22,971
4367029,2014-08-29,27,68,16,971
4367077,2014-08-29,28,5,25,971
4367107,2014-08-29,28,35,1,971
4367117,2014-08-29,28,45,44,971
4367191,2014-08-29,29,8,25,971
4367224,2014-08-29,29,41,14,971
4367228,2014-08-29,29,45,37,971
4367310,2014-08-29,30,16,16,971
4367338,2014-08-29,30,44,95,971
4367414,2014-08-29,31,9,26,971
4367450,2014-08-29,31,45,76,971
4367525,2014-08-29,32,9,41,971
4367561,2014-08-29,32,45,27,971
4367636,2014-08-29,33,9,62,971
4367671,2014-08-29,33,44,272,971
4367747,2014-08-29,34,9,17,971
4367769,2014-08-29,34,31,1,971
4367783,2014-08-29,34,45,93,971
4367865,2014-08-29,35,16,39,971
4367915,2014-08-29,35,66,8,971
4367969,2014-08-29,36,9,45,971
4367990,2014-08-29,36,30,3,971
4368004,2014-08-29,36,44,42,971
4368076,2014-08-29,37,5,32,971
4368109,2014-08-29,37,38,13,971
4368116,2014-08-29,37,45,36,971
4368175,2014-08-29,37,104,2,971
4368176,2014-08-29,37,105,6,971
4368191,2014-08-29,38,9,88,971
4368227,2014-08-29,38,45,85,971
4368302,2014-08-29,39,9,5,971
4368329,2014-08-29,39,36,6,971
4368396,2014-08-29,39,103,1,971
4368404,2014-08-29,39,111,2,971
4368409,2014-08-29,40,5,35,971
4368449,2014-08-29,40,45,47,971
4368531,2014-08-29,41,16,36,971
4368576,2014-08-29,41,61,1,971
4368583,2014-08-29,41,68,20,971
4368623,2014-08-29,41,108,4,971
4368631,2014-08-29,42,5,48,971
4368671,2014-08-29,42,45,48,971
4368708,2014-08-29,42,82,1,971
4368753,2014-08-29,43,16,21,971
4368774,2014-08-29,43,37,14,971
4368810,2014-08-29,43,73,1,971
4368853,2014-08-29,44,5,30,971
4368916,2014-08-29,44,68,47,971
4368942,2014-08-29,44,94,2,971
4368968,2014-08-29,45,9,18,971
4368981,2014-08-29,45,22,2,971
4368985,2014-08-29,45,26,1,971
4369079,2014-08-30,1,9,23,972
4369098,2014-08-30,1,28,9,972
4369117,2014-08-30,1,47,12,972
4369186,2014-08-30,2,5,38,972
4369225,2014-08-30,2,44,124,972
4369297,2014-08-30,3,5,41,972
4369337,2014-08-30,3,45,55,972
4369401,2014-08-30,3,109,10,972
4369412,2014-08-30,4,9,183,972
4369430,2014-08-30,4,27,23,972
4369493,2014-08-30,4,90,2,972
4369504,2014-08-30,4,101,2,972
4369530,2014-08-30,5,16,49,972
4369551,2014-08-30,5,37,15,972
4369634,2014-08-30,6,9,24,972
4369670,2014-08-30,6,45,45,972
4369741,2014-08-30,7,5,36,972
4369759,2014-08-30,7,23,26,972
4369831,2014-08-30,7,95,47,972
4369852,2014-08-30,8,5,12,972
4369870,2014-08-30,8,23,17,972
4369963,2014-08-30,10,5,50,972
4369995,2014-08-30,10,37,18,972
4370078,2014-08-30,11,9,38,972
4370130,2014-08-30,11,61,2,972
4370137,2014-08-30,11,68,33,972
4370156,2014-08-30,11,87,1,972
4370179,2014-08-30,11,110,8,972
4370196,2014-08-30,12,16,23,972
4370217,2014-08-30,12,37,20,972
4370296,2014-08-30,13,5,47,972
4370327,2014-08-30,13,36,67,972
4370411,2014-08-30,14,9,3,972
4370427,2014-08-30,14,25,22,972
4370518,2014-08-30,15,5,27,972
4370558,2014-08-30,15,45,63,972
4370633,2014-08-30,17,9,101,972
4370661,2014-08-30,17,37,42,972
4370751,2014-08-30,19,16,23,972
4370818,2014-08-30,19,83,11,972
4370851,2014-08-30,20,5,100,972
4370887,2014-08-30,20,41,23,972
4370920,2014-08-30,20,74,2,972
4370966,2014-08-30,22,9,60,972
4371025,2014-08-30,22,68,10,972
4371074,2014-08-30,24,6,97,972
4371111,2014-08-30,24,43,33,972
4371188,2014-08-30,25,9,141,972
4371224,2014-08-30,25,45,51,972
4371299,2014-08-30,27,9,31,972
4371358,2014-08-30,27,68,11,972
4371406,2014-08-30,28,5,19,972
4371436,2014-08-30,28,35,2,972
4371446,2014-08-30,28,45,29,972
4371528,2014-08-30,30,16,13,972
4371556,2014-08-30,30,44,45,972
4371632,2014-08-30,32,9,17,972
4371668,2014-08-30,32,45,44,972
4371750,2014-08-30,35,16,34,972
4371800,2014-08-30,35,66,17,972
4371854,2014-08-30,36,9,15,972
4371889,2014-08-30,36,44,48,972
4371961,2014-08-30,37,5,31,972
4371994,2014-08-30,37,38,7,972
4372001,2014-08-30,37,45,36,972
4372009,2014-08-30,37,53,1,972
4372060,2014-08-30,37,104,2,972
4372061,2014-08-30,37,105,5,972
4372076,2014-08-30,38,9,45,972
4372112,2014-08-30,38,45,99,972
4372187,2014-08-30,39,9,5,972
4372214,2014-08-30,39,36,3,972
4372289,2014-08-30,39,111,4,972
4372294,2014-08-30,40,5,51,972
4372334,2014-08-30,40,45,55,972
4372416,2014-08-30,41,16,34,972
4372468,2014-08-30,41,68,25,972
4372508,2014-08-30,41,108,4,972
4372516,2014-08-30,42,5,35,972
4372556,2014-08-30,42,45,51,972
4372593,2014-08-30,42,82,1,972
4372638,2014-08-30,43,16,30,972
4372659,2014-08-30,43,37,7,972
4372695,2014-08-30,43,73,1,972
4372727,2014-08-30,43,105,1,972
4372738,2014-08-30,44,5,36,972
4372795,2014-08-30,44,62,1,972
4372801,2014-08-30,44,68,34,972
4372827,2014-08-30,44,94,2,972
4372848,2014-08-30,45,4,4,972
4372853,2014-08-30,45,9,50,972
4372870,2014-08-30,45,26,3,972
4372964,2014-08-31,1,9,7,973
4372983,2014-08-31,1,28,7,973
4373002,2014-08-31,1,47,7,973
4373054,2014-08-31,1,99,9,973
4373071,2014-08-31,2,5,38,973
4373110,2014-08-31,2,44,150,973
4373182,2014-08-31,3,5,82,973
4373222,2014-08-31,3,45,56,973
4373286,2014-08-31,3,109,6,973
4373297,2014-08-31,4,9,204,973
4373315,2014-08-31,4,27,13,973
4373378,2014-08-31,4,90,1,973
4373389,2014-08-31,4,101,4,973
4373415,2014-08-31,5,16,37,973
4373436,2014-08-31,5,37,13,973
4373519,2014-08-31,6,9,51,973
4373524,2014-08-31,6,14,1,973
4373555,2014-08-31,6,45,48,973
4373626,2014-08-31,7,5,55,973
4373644,2014-08-31,7,23,39,973
4373716,2014-08-31,7,95,31,973
4373737,2014-08-31,8,5,15,973
4373755,2014-08-31,8,23,8,973
4373791,2014-08-31,8,59,1,973
4373848,2014-08-31,10,5,36,973
4373880,2014-08-31,10,37,16,973
4373963,2014-08-31,11,9,33,973
4374015,2014-08-31,11,61,2,973
4374022,2014-08-31,11,68,21,973
4374041,2014-08-31,11,87,5,973
4374064,2014-08-31,11,110,2,973
4374081,2014-08-31,12,16,15,973
4374102,2014-08-31,12,37,18,973
4374144,2014-08-31,12,79,1,973
4374181,2014-08-31,13,5,36,973
4374212,2014-08-31,13,36,85,973
4374296,2014-08-31,14,9,1,973
4374312,2014-08-31,14,25,4,973
4374403,2014-08-31,15,5,12,973
4374443,2014-08-31,15,45,51,973
4374518,2014-08-31,17,9,87,973
4374546,2014-08-31,17,37,38,973
4374636,2014-08-31,19,16,26,973
4374703,2014-08-31,19,83,8,973
4374736,2014-08-31,20,5,135,973
4374772,2014-08-31,20,41,15,973
4374851,2014-08-31,22,9,27,973
4374910,2014-08-31,22,68,5,973
4374959,2014-08-31,24,6,26,973
4374996,2014-08-31,24,43,46,973
4375029,2014-08-31,24,76,1,973
4375073,2014-08-31,25,9,88,973
4375109,2014-08-31,25,45,65,973
4375184,2014-08-31,27,9,5,973
4375243,2014-08-31,27,68,19,973
4375291,2014-08-31,28,5,28,973
4375331,2014-08-31,28,45,45,973
4375413,2014-08-31,30,16,14,973
4375441,2014-08-31,30,44,77,973
4375517,2014-08-31,32,9,46,973
4375553,2014-08-31,32,45,25,973
4375635,2014-08-31,35,16,30,973
4375685,2014-08-31,35,66,16,973
4375739,2014-08-31,36,9,30,973
4375760,2014-08-31,36,30,1,973
4375774,2014-08-31,36,44,61,973
4375846,2014-08-31,37,5,31,973
4375879,2014-08-31,37,38,10,973
4375886,2014-08-31,37,45,35,973
4375894,2014-08-31,37,53,1,973
4375961,2014-08-31,38,9,60,973
4375997,2014-08-31,38,45,90,973
4376099,2014-08-31,39,36,4,973
4376174,2014-08-31,39,111,3,973
4376179,2014-08-31,40,5,15,973
4376219,2014-08-31,40,45,67,973
4376229,2014-08-31,40,55,1,973
4376301,2014-08-31,41,16,37,973
4376346,2014-08-31,41,61,1,973
4376353,2014-08-31,41,68,32,973
4376393,2014-08-31,41,108,16,973
4376401,2014-08-31,42,5,26,973
4376441,2014-08-31,42,45,42,973
4376478,2014-08-31,42,82,1,973
4376523,2014-08-31,43,16,33,973
4376544,2014-08-31,43,37,11,973
4376623,2014-08-31,44,5,28,973
4376686,2014-08-31,44,68,49,973
4376738,2014-08-31,45,9,20,973
4376751,2014-08-31,45,22,1,973
4376849,2014-09-01,1,9,34,974
4376868,2014-09-01,1,28,6,974
4376887,2014-09-01,1,47,9,974
4376956,2014-09-01,2,5,144,974
4376995,2014-09-01,2,44,259,974
4377067,2014-09-01,3,5,47,974
4377107,2014-09-01,3,45,78,974
4377171,2014-09-01,3,109,1,974
4377182,2014-09-01,4,9,172,974
4377200,2014-09-01,4,27,16,974
4377263,2014-09-01,4,90,1,974
4377300,2014-09-01,5,16,46,974
4377316,2014-09-01,5,32,1,974
4377321,2014-09-01,5,37,14,974
4377404,2014-09-01,6,9,145,974
4377440,2014-09-01,6,45,123,974
4377511,2014-09-01,7,5,47,974
4377513,2014-09-01,7,7,2,974
4377529,2014-09-01,7,23,24,974
4377601,2014-09-01,7,95,60,974
4377622,2014-09-01,8,5,7,974
4377640,2014-09-01,8,23,20,974
4377733,2014-09-01,10,5,43,974
4377765,2014-09-01,10,37,21,974
4377848,2014-09-01,11,9,35,974
4377907,2014-09-01,11,68,18,974
4377926,2014-09-01,11,87,3,974
4377949,2014-09-01,11,110,8,974
4377966,2014-09-01,12,16,29,974
4377987,2014-09-01,12,37,22,974
4378066,2014-09-01,13,5,66,974
4378097,2014-09-01,13,36,67,974
4378197,2014-09-01,14,25,22,974
4378242,2014-09-01,14,70,1,974
4378288,2014-09-01,15,5,22,974
4378328,2014-09-01,15,45,65,974
4378403,2014-09-01,17,9,84,974
4378431,2014-09-01,17,37,50,974
4378521,2014-09-01,19,16,31,974
4378588,2014-09-01,19,83,9,974
4378621,2014-09-01,20,5,165,974
4378657,2014-09-01,20,41,47,974
4378690,2014-09-01,20,74,2,974
4378736,2014-09-01,22,9,32,974
4378795,2014-09-01,22,68,39,974
4378844,2014-09-01,24,6,38,974
4378881,2014-09-01,24,43,45,974
4378898,2014-09-01,24,60,3,974
4378958,2014-09-01,25,9,116,974
4378994,2014-09-01,25,45,45,974
4379069,2014-09-01,27,9,18,974
4379128,2014-09-01,27,68,8,974
4379176,2014-09-01,28,5,19,974
4379206,2014-09-01,28,35,2,974
4379216,2014-09-01,28,45,63,974
4379298,2014-09-01,30,16,16,974
4379326,2014-09-01,30,44,100,974
4379402,2014-09-01,32,9,75,974
4379438,2014-09-01,32,45,35,974
4379520,2014-09-01,35,16,62,974
4379570,2014-09-01,35,66,10,974
4379624,2014-09-01,36,9,36,974
4379645,2014-09-01,36,30,2,974
4379659,2014-09-01,36,44,105,974
4379731,2014-09-01,37,5,47,974
4379764,2014-09-01,37,38,10,974
4379771,2014-09-01,37,45,57,974
4379846,2014-09-01,38,9,153,974
4379882,2014-09-01,38,45,142,974
4379957,2014-09-01,39,9,3,974
4379984,2014-09-01,39,36,5,974
4380059,2014-09-01,39,111,1,974
4380064,2014-09-01,40,5,68,974
4380104,2014-09-01,40,45,59,974
4380114,2014-09-01,40,55,4,974
4380186,2014-09-01,41,16,46,974
4380238,2014-09-01,41,68,21,974
4380278,2014-09-01,41,108,14,974
4380286,2014-09-01,42,5,64,974
4380326,2014-09-01,42,45,116,974
4380363,2014-09-01,42,82,1,974
4380408,2014-09-01,43,16,53,974
4380429,2014-09-01,43,37,6,974
4380508,2014-09-01,44,5,53,974
4380571,2014-09-01,44,68,39,974
4380597,2014-09-01,44,94,2,974
4380618,2014-09-01,45,4,2,974
4380623,2014-09-01,45,9,35,974
4380640,2014-09-01,45,26,3,974
4380734,2014-09-02,1,9,5,975
4380753,2014-09-02,1,28,6,975
4380772,2014-09-02,1,47,11,975
4380841,2014-09-02,2,5,30,975
4380880,2014-09-02,2,44,114,975
4380952,2014-09-02,3,5,72,975
4380992,2014-09-02,3,45,46,975
4381056,2014-09-02,3,109,5,975
4381067,2014-09-02,4,9,192,975
4381085,2014-09-02,4,27,12,975
4381148,2014-09-02,4,90,1,975
4381185,2014-09-02,5,16,47,975
4381206,2014-09-02,5,37,19,975
4381289,2014-09-02,6,9,105,975
4381294,2014-09-02,6,14,1,975
4381325,2014-09-02,6,45,54,975
4381387,2014-09-02,6,107,4,975
4381396,2014-09-02,7,5,43,975
4381414,2014-09-02,7,23,24,975
4381486,2014-09-02,7,95,31,975
4381507,2014-09-02,8,5,3,975
4381525,2014-09-02,8,23,13,975
4381602,2014-09-02,8,100,1,975
4381618,2014-09-02,10,5,68,975
4381650,2014-09-02,10,37,11,975
4381733,2014-09-02,11,9,51,975
4381785,2014-09-02,11,61,3,975
4381792,2014-09-02,11,68,16,975
4381840,2014-09-02,13,5,67,975
4381871,2014-09-02,13,36,53,975
4381955,2014-09-02,14,9,5,975
4381971,2014-09-02,14,25,3,975
4382062,2014-09-02,15,5,35,975
4382102,2014-09-02,15,45,43,975
4382118,2014-09-02,15,61,6,975
4382177,2014-09-02,17,9,72,975
4382205,2014-09-02,17,37,37,975
4382295,2014-09-02,19,16,13,975
4382362,2014-09-02,19,83,4,975
4382395,2014-09-02,20,5,36,975
4382431,2014-09-02,20,41,24,975
4382464,2014-09-02,20,74,1,975
4382510,2014-09-02,22,9,28,975
4382569,2014-09-02,22,68,28,975
4382618,2014-09-02,24,6,130,975
4382655,2014-09-02,24,43,24,975
4382732,2014-09-02,25,9,69,975
4382768,2014-09-02,25,45,55,975
4382843,2014-09-02,27,9,31,975
4382902,2014-09-02,27,68,8,975
4382914,2014-09-02,27,80,1,975
4382950,2014-09-02,28,5,37,975
4382980,2014-09-02,28,35,2,975
4382990,2014-09-02,28,45,34,975
4383072,2014-09-02,30,16,21,975
4383100,2014-09-02,30,44,80,975
4383176,2014-09-02,32,9,30,975
4383212,2014-09-02,32,45,31,975
4383294,2014-09-02,35,16,40,975
4383344,2014-09-02,35,66,13,975
4383398,2014-09-02,36,9,6,975
4383419,2014-09-02,36,30,1,975
4383433,2014-09-02,36,44,29,975
4383505,2014-09-02,37,5,8,975
4383538,2014-09-02,37,38,4,975
4383545,2014-09-02,37,45,33,975
4383604,2014-09-02,37,104,1,975
4383620,2014-09-02,38,9,102,975
4383656,2014-09-02,38,45,84,975
4383731,2014-09-02,39,9,2,975
4383758,2014-09-02,39,36,7,975
4383825,2014-09-02,39,103,2,975
4383833,2014-09-02,39,111,5,975
4383838,2014-09-02,40,5,19,975
4383878,2014-09-02,40,45,37,975
4383888,2014-09-02,40,55,1,975
4383960,2014-09-02,41,16,39,975
4384012,2014-09-02,41,68,13,975
4384060,2014-09-02,42,5,48,975
4384100,2014-09-02,42,45,45,975
4384137,2014-09-02,42,82,1,975
4384171,2014-09-02,44,5,43,975
4384228,2014-09-02,44,62,1,975
4384234,2014-09-02,44,68,39,975
4384260,2014-09-02,44,94,1,975
4384281,2014-09-02,45,4,1,975
4384286,2014-09-02,45,9,7,975
4384303,2014-09-02,45,26,1,975
4384397,2014-09-03,1,9,13,976
4384416,2014-09-03,1,28,8,976
4384435,2014-09-03,1,47,5,976
4384508,2014-09-03,4,9,81,976
4384526,2014-09-03,4,27,18,976
4384589,2014-09-03,4,90,3,976
4384626,2014-09-03,5,16,30,976
4384647,2014-09-03,5,37,18,976
4384726,2014-09-03,7,5,25,976
4384728,2014-09-03,7,7,1,976
4384744,2014-09-03,7,23,22,976
4384816,2014-09-03,7,95,41,976
4384837,2014-09-03,8,5,10,976
4384855,2014-09-03,8,23,7,976
4384932,2014-09-03,8,100,1,976
4384948,2014-09-03,10,5,37,976
4384980,2014-09-03,10,37,11,976
4385063,2014-09-03,11,9,61,976
4385122,2014-09-03,11,68,19,976
4385141,2014-09-03,11,87,1,976
4385164,2014-09-03,11,110,8,976
4385170,2014-09-03,13,5,57,976
4385201,2014-09-03,13,36,64,976
4385285,2014-09-03,14,9,3,976
4385301,2014-09-03,14,25,10,976
4385346,2014-09-03,14,70,2,976
4385392,2014-09-03,15,5,44,976
4385432,2014-09-03,15,45,50,976
4385507,2014-09-03,17,9,96,976
4385535,2014-09-03,17,37,51,976
4385625,2014-09-03,19,16,11,976
4385692,2014-09-03,19,83,7,976
4385729,2014-09-03,22,9,114,976
4385788,2014-09-03,22,68,11,976
4385837,2014-09-03,24,6,66,976
4385874,2014-09-03,24,43,35,976
4385891,2014-09-03,24,60,1,976
4385951,2014-09-03,25,9,78,976
4385954,2014-09-03,25,12,1,976
4385987,2014-09-03,25,45,46,976
4386062,2014-09-03,27,9,27,976
4386121,2014-09-03,27,68,4,976
4386180,2014-09-03,30,16,38,976
4386208,2014-09-03,30,44,94,976
4386284,2014-09-03,32,9,42,976
4386320,2014-09-03,32,45,36,976
4386402,2014-09-03,35,16,18,976
4386452,2014-09-03,35,66,12,976
4386506,2014-09-03,36,9,49,976
4386527,2014-09-03,36,30,3,976
4386541,2014-09-03,36,44,52,976
4386613,2014-09-03,37,5,24,976
4386646,2014-09-03,37,38,5,976
4386653,2014-09-03,37,45,25,976
4386661,2014-09-03,37,53,1,976
4386712,2014-09-03,37,104,1,976
4386713,2014-09-03,37,105,1,976
4386728,2014-09-03,39,9,4,976
4386755,2014-09-03,39,36,3,976
4386830,2014-09-03,39,111,3,976
4386835,2014-09-03,40,5,22,976
4386875,2014-09-03,40,45,38,976
4386885,2014-09-03,40,55,1,976
4386957,2014-09-03,41,16,44,976
4387009,2014-09-03,41,68,15,976
4387057,2014-09-03,44,5,35,976
4387120,2014-09-03,44,68,38,976
4387146,2014-09-03,44,94,2,976
4387172,2014-09-03,45,9,18,976
4387185,2014-09-03,45,22,1,976
4387189,2014-09-03,45,26,3,976
4387283,2014-09-04,1,9,6,977
4387302,2014-09-04,1,28,5,977
4387321,2014-09-04,1,47,3,977
4387394,2014-09-04,4,9,54,977
4387412,2014-09-04,4,27,21,977
4387475,2014-09-04,4,90,1,977
4387486,2014-09-04,4,101,1,977
4387501,2014-09-04,7,5,22,977
4387519,2014-09-04,7,23,21,977
4387591,2014-09-04,7,95,32,977
4387612,2014-09-04,8,5,21,977
4387630,2014-09-04,8,23,17,977
4387707,2014-09-04,8,100,1,977
4387723,2014-09-04,13,5,74,977
4387754,2014-09-04,13,36,29,977
4387854,2014-09-04,14,25,5,977
4387899,2014-09-04,14,70,1,977
4387945,2014-09-04,15,5,30,977
4387985,2014-09-04,15,45,39,977
4388067,2014-09-04,16,16,32,977
4388076,2014-09-04,16,25,137,977
4388115,2014-09-04,16,64,6,977
4388171,2014-09-04,17,9,64,977
4388199,2014-09-04,17,37,33,977
4388289,2014-09-04,19,16,8,977
4388348,2014-09-04,19,75,2,977
4388356,2014-09-04,19,83,4,977
4388390,2014-09-04,24,6,66,977
4388427,2014-09-04,24,43,50,977
4388444,2014-09-04,24,60,2,977
4388504,2014-09-04,25,9,28,977
4388540,2014-09-04,25,45,40,977
4388622,2014-09-04,30,16,12,977
4388650,2014-09-04,30,44,90,977
4388671,2014-09-04,30,65,1,977
4388726,2014-09-04,32,9,42,977
4388762,2014-09-04,32,45,26,977
4388844,2014-09-04,35,16,17,977
4388894,2014-09-04,35,66,18,977
4388948,2014-09-04,36,9,6,977
4388983,2014-09-04,36,44,76,977
4389055,2014-09-04,37,5,25,977
4389088,2014-09-04,37,38,4,977
4389095,2014-09-04,37,45,28,977
4389170,2014-09-04,39,9,2,977
4389197,2014-09-04,39,36,3,977
4389277,2014-09-04,40,5,11,977
4389317,2014-09-04,40,45,33,977
4389392,2014-09-04,45,9,3,977
4389405,2014-09-04,45,22,1,977
4389409,2014-09-04,45,26,1,977
4389503,2014-09-05,1,9,15,978
4389522,2014-09-05,1,28,4,978
4389541,2014-09-05,1,47,4,978
4389614,2014-09-05,4,9,155,978
4389632,2014-09-05,4,27,21,978
4389695,2014-09-05,4,90,1,978
4389706,2014-09-05,4,101,1,978
4389721,2014-09-05,7,5,19,978
4389739,2014-09-05,7,23,25,978
4389811,2014-09-05,7,95,23,978
4389832,2014-09-05,8,5,24,978
4389850,2014-09-05,8,23,11,978
4389886,2014-09-05,8,59,1,978
4389943,2014-09-05,13,5,93,978
4389974,2014-09-05,13,36,57,978
4390058,2014-09-05,14,9,2,978
4390074,2014-09-05,14,25,4,978
4390119,2014-09-05,14,70,1,978
4390165,2014-09-05,15,5,90,978
4390205,2014-09-05,15,45,54,978
4390287,2014-09-05,16,16,32,978
4390296,2014-09-05,16,25,151,978
4390335,2014-09-05,16,64,3,978
4390391,2014-09-05,17,9,70,978
4390419,2014-09-05,17,37,33,978
4390509,2014-09-05,19,16,42,978
4390576,2014-09-05,19,83,5,978
4390610,2014-09-05,24,6,32,978
4390647,2014-09-05,24,43,33,978
4390724,2014-09-05,25,9,49,978
4390727,2014-09-05,25,12,1,978
4390760,2014-09-05,25,45,50,978
4390842,2014-09-05,30,16,16,978
4390870,2014-09-05,30,44,78,978
4390946,2014-09-05,32,9,29,978
4390982,2014-09-05,32,45,31,978
4391064,2014-09-05,35,16,24,978
4391114,2014-09-05,35,66,16,978
4391168,2014-09-05,36,9,15,978
4391189,2014-09-05,36,30,1,978
4391203,2014-09-05,36,44,27,978
4391275,2014-09-05,37,5,24,978
4391308,2014-09-05,37,38,9,978
4391315,2014-09-05,37,45,19,978
4391323,2014-09-05,37,53,2,978
4391390,2014-09-05,39,9,12,978
4391417,2014-09-05,39,36,7,978
4391492,2014-09-05,39,111,2,978
4391497,2014-09-05,40,5,38,978
4391537,2014-09-05,40,45,24,978
4391607,2014-09-05,45,4,1,978
4391612,2014-09-05,45,9,54,978
4391625,2014-09-05,45,22,1,978
4391629,2014-09-05,45,26,2,978
4391723,2014-09-06,1,9,7,979
4391742,2014-09-06,1,28,2,979
4391761,2014-09-06,1,47,14,979
4391834,2014-09-06,4,9,191,979
4391852,2014-09-06,4,27,14,979
4391915,2014-09-06,4,90,1,979
4391941,2014-09-06,7,5,65,979
4391959,2014-09-06,7,23,13,979
4392031,2014-09-06,7,95,40,979
4392052,2014-09-06,8,5,15,979
4392070,2014-09-06,8,23,30,979
4392106,2014-09-06,8,59,1,979
4392163,2014-09-06,9,5,52,979
4392203,2014-09-06,9,45,51,979
4392274,2014-09-06,13,5,37,979
4392305,2014-09-06,13,36,62,979
4392389,2014-09-06,14,9,2,979
4392405,2014-09-06,14,25,9,979
4392450,2014-09-06,14,70,2,979
4392496,2014-09-06,15,5,76,979
4392536,2014-09-06,15,45,80,979
4392618,2014-09-06,16,16,32,979
4392627,2014-09-06,16,25,142,979
4392666,2014-09-06,16,64,4,979
4392722,2014-09-06,17,9,161,979
4392750,2014-09-06,17,37,52,979
4392784,2014-09-06,17,71,1,979
4392829,2014-09-06,18,5,38,979
4392861,2014-09-06,18,37,10,979
4392951,2014-09-06,19,16,28,979
4393018,2014-09-06,19,83,8,979
4393051,2014-09-06,21,5,48,979
4393090,2014-09-06,21,44,96,979
4393137,2014-09-06,21,91,1,979
4393155,2014-09-06,21,109,4,979
4393162,2014-09-06,23,5,35,979
4393202,2014-09-06,23,45,39,979
4393274,2014-09-06,24,6,12,979
4393311,2014-09-06,24,43,42,979
4393388,2014-09-06,25,9,98,979
4393424,2014-09-06,25,45,66,979
4393495,2014-09-06,26,5,20,979
4393535,2014-09-06,26,45,38,979
4393609,2014-09-06,29,8,40,979
4393642,2014-09-06,29,41,11,979
4393646,2014-09-06,29,45,30,979
4393728,2014-09-06,30,16,46,979
4393756,2014-09-06,30,44,103,979
4393832,2014-09-06,31,9,35,979
4393868,2014-09-06,31,45,84,979
4393943,2014-09-06,32,9,25,979
4393979,2014-09-06,32,45,33,979
4394054,2014-09-06,33,9,112,979
4394089,2014-09-06,33,44,264,979
4394137,2014-09-06,33,92,1,979
4394165,2014-09-06,34,9,43,979
4394201,2014-09-06,34,45,75,979
4394283,2014-09-06,35,16,44,979
4394333,2014-09-06,35,66,18,979
4394387,2014-09-06,36,9,35,979
4394408,2014-09-06,36,30,2,979
4394422,2014-09-06,36,44,84,979
4394494,2014-09-06,37,5,57,979
4394527,2014-09-06,37,38,10,979
4394534,2014-09-06,37,45,32,979
4394593,2014-09-06,37,104,1,979
4394609,2014-09-06,39,9,8,979
4394636,2014-09-06,39,36,10,979
4394711,2014-09-06,39,111,1,979
4394716,2014-09-06,40,5,39,979
4394756,2014-09-06,40,45,81,979
4394831,2014-09-06,45,9,9,979
4394844,2014-09-06,45,22,3,979
4394848,2014-09-06,45,26,4,979
4394942,2014-09-07,1,9,32,980
4394961,2014-09-07,1,28,9,980
4394980,2014-09-07,1,47,12,980
4395053,2014-09-07,4,9,92,980
4395071,2014-09-07,4,27,18,980
4395134,2014-09-07,4,90,1,980
4395145,2014-09-07,4,101,1,980
4395160,2014-09-07,7,5,34,980
4395178,2014-09-07,7,23,46,980
4395250,2014-09-07,7,95,48,980
4395271,2014-09-07,8,5,41,980
4395289,2014-09-07,8,23,10,980
